SKU;MPN;MPNR (GTIN/EAN);Marke;Artikelbezeichnung;Kategorie;Benutzerdefiniert;Mein EK-Preis;Mein Preis;Meine Versandkosten;Mein Gesamtpreis;UVP;Preise;Meine Position;Position (Gesamtpreis);Günstigster Preis;Günstigster Anbieter;Günstigster Gesamtpreis;Günstigster Gesamtpreis-Anbieter;Differenz zum günstigsten Preis;Differenz zum günstigsten Gesamtpreis;Medianpreis;Preisvorschlag;Preisvorschlag Info;Preisvorschlag berechnet;Mindestpreis;Standardpreis;Letzte Preisänderung eines Mitbewerbers;Letzter Preisabruf;Im Shop Tracker seit;Auf Watchlist;Aktualisiert im Artikelfeed
X7103956;e1544169;4,05457E+12;Cube;Cube AMS Hybrid ONE44 C:68X SLX 400X 29 Blau Modell 2025;Fahrräder;m000086092;;4699.99;39.99;4739.98;5999.0;4;3;3;3799.0;bike-discount.de;3799.0;bike-discount.de;900.99;940.98;4739.5;5999.0;Mindestpreis erreicht. Günstiger sind bike-discount.de (shop) mit Preis 3.799,00 € (https://schema.org/LimitedAvailability) sowie 3 weitere Angebote.;2026-03-26 00:14:03 +0100;5999.0;5999.0;2026-03-25 23:37:38 +0100;2026-02-06 03:08:02 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X7103966;e1544199;4,05457E+12;Cube;Cube AMS Hybrid ONE44 C:68X SUPER TM 400X 29 Grün Modell 2025;Fahrräder;m000086095;;6499.99;39.99;6539.98;8999.0;2;2;2;6479.9;lucky-bike.de;6479.9;lucky-bike.de;20. Sep;60.08;7739.45;8999.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 6.479,90 € (http://schema.org/InStock).;2026-03-13 23:04:51 +0100;8999.0;8999.0;2026-02-03 03:51:41 +0100;2026-02-06 05:30:43 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:38 +0200
X7103967;e1544202;4,05457E+12;Cube;Cube AMS Hybrid ONE44 C:68X SUPER TM 400X 29 Grün Modell 2025;Fahrräder;m000086095;;6499.99;39.99;6539.98;8999.0;2;2;2;6479.9;lucky-bike.de;6479.9;lucky-bike.de;20. Sep;60.08;7739.45;8999.0;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 6.479,90 € (http://schema.org/InStock).;2026-03-13 23:04:51 +0100;8999.0;8999.0;2026-02-03 03:51:41 +0100;2026-02-06 03:06:16 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:38 +0200
X7103959;e1544178;4,05457E+12;Cube;Cube AMS Hybrid ONE44 C:68X TM 400X 29 Grau Modell 2025;Fahrräder;m000086093;;4799.99;39.99;4839.98;6499.0;3;3;3;3999.0;bike-discount.de;3999.0;bike-discount.de;800.99;840.98;4779.99;;;;6499.0;6499.0;2026-02-03 03:32:59 +0100;2026-02-06 03:06:18 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:38 +0200
X7103960;e1544181;4,05457E+12;Cube;Cube AMS Hybrid ONE44 C:68X TM 400X 29 Grau Modell 2025;Fahrräder;m000086093;;4799.99;39.99;4839.98;6499.0;3;3;3;3599.0;bike-discount.de;3599.0;bike-discount.de;1200.99;1240.98;4779.99;;;;6499.0;6499.0;2026-02-03 03:32:59 +0100;2026-02-06 03:06:41 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:38 +0200
X6909621;e960648;4,05457E+12;Cube;Cube AMS ONE11 C:68X Pro 29 Rot Modell Aktion;Fahrräder;m000065243;;2749.99;39.99;2789.98;3999.0;0;1;1;;;;;;;;;;;2799.99;3599.99;2026-01-14 08:23:10 +0100;2026-02-06 07:15:15 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909622;e960651;4,05457E+12;Cube;Cube AMS ONE11 C:68X Pro 29 Rot Modell Aktion;Fahrräder;m000065243;;2749.99;39.99;2789.98;3999.0;0;1;1;;;;;;;;;;;2799.99;3599.99;2026-01-19 18:47:38 +0100;2026-02-06 07:16:05 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909623;e960654;4,05457E+12;Cube;Cube AMS ONE11 C:68X Pro 29 Rot Modell Aktion;Fahrräder;m000065243;;2749.99;39.99;2789.98;3999.0;1;2;2;2000.0;multicycle.de;2000.0;multicycle.de;749.99;789.98;2000.0;;;;2799.99;3599.99;2026-01-30 10:41:08 +0100;2026-02-06 07:08:46 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909624;e960657;4,05457E+12;Cube;Cube AMS ONE11 C:68X Pro 29 Rot Modell Aktion;Fahrräder;m000065243;;2749.99;39.99;2789.98;3999.0;0;1;1;;;;;;;;;;;2799.99;3599.99;2026-01-14 13:35:18 +0100;2026-02-06 07:14:55 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909626;e960663;4,05457E+12;Cube;Cube AMS ONE11 C:68X TM 29 Grau Modell Aktion;Fahrräder;m000065244;;3449.99;39.99;3489.98;4999.0;0;1;1;;;;;;;;;;;3499.99;4499.99;2026-01-14 12:28:11 +0100;2026-02-06 07:01:39 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909627;e960666;4,05457E+12;Cube;Cube AMS ONE11 C:68X TM 29 Grau Modell Aktion;Fahrräder;m000065244;;3449.99;39.99;3489.98;4999.0;0;1;1;;;;;;;;;;;3499.99;4499.99;2026-01-19 20:09:08 +0100;2026-02-06 07:16:23 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909605;e960600;4,05457E+12;Cube;Cube AMS ZERO99 C:68X Race 29 Silber Modell Aktion;Fahrräder;m000065245;;3249.99;39.99;3289.98;4599.0;0;1;1;;;;;;;;4149.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:38 +0100;3249.99;4149.99;2026-01-14 17:28:47 +0100;2026-02-06 03:05:27 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909606;e960603;4,05457E+12;Cube;Cube AMS ZERO99 C:68X Race 29 Silber Modell Aktion;Fahrräder;m000065245;;3249.99;39.99;3289.98;4599.0;0;1;1;;;;;;;;4149.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:38 +0100;3249.99;4149.99;2025-12-19 04:07:41 +0100;2026-02-06 03:05:41 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909607;e960606;4,05457E+12;Cube;Cube AMS ZERO99 C:68X Race 29 Silber Modell Aktion;Fahrräder;m000065245;;3249.99;39.99;3289.98;4599.0;0;1;1;;;;;;;;4149.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:38 +0100;3249.99;4149.99;2025-12-19 06:06:46 +0100;2026-02-06 06:34:17 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909608;e960609;4,05457E+12;Cube;Cube AMS ZERO99 C:68X Race 29 Silber Modell Aktion;Fahrräder;m000065245;;3249.99;39.99;3289.98;4599.0;0;1;1;;;;;;;;4149.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:38 +0100;3249.99;4149.99;2026-01-19 16:39:07 +0100;2026-02-06 07:00:39 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909616;e960633;4,05457E+12;Cube;Cube AMS ZERO99 C:68X SLT 29 Blau Modell Aktion;Fahrräder;m000065246;;5099.99;39.99;5139.98;7299.0;0;1;1;;;;;;;;;;;5099.99;6599.99;2026-01-14 13:35:46 +0100;2026-02-06 07:15:18 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6909612;e960621;4,05457E+12;Cube;Cube AMS ZERO99 C:68X SLX 29 Weiß Modell Aktion;Fahrräder;m000065247;;4299.99;39.99;4339.98;6199.0;0;1;1;;;;;;;;;;;4399.99;5599.99;2025-04-09 04:04:58 +0200;2026-02-06 07:15:38 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6907706;e954936;4,05457E+12;Cube;Cube Analog Grau Modell Aktion;Fahrräder;m000065249;;599.99;39.99;639.98;899.0;0;1;1;;;;;;;;799.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:39 +0100;629.99;799.99;2025-08-20 04:13:52 +0200;2026-02-06 06:51:58 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6907707;e954939;4,05457E+12;Cube;Cube Analog Grau Modell Aktion;Fahrräder;m000065249;;599.99;39.99;639.98;899.0;0;1;1;;;;;;;;799.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:39 +0100;629.99;799.99;2025-09-03 04:07:49 +0200;2026-02-06 03:10:10 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6907711;e954951;4,05457E+12;Cube;Cube Analog Grün Modell Aktion;Fahrräder;m000065249;;599.99;39.99;639.98;899.0;0;1;1;;;;;;;;799.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:39 +0100;629.99;799.99;2025-09-05 04:24:15 +0200;2026-02-06 03:10:06 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6907712;e954954;4,05457E+12;Cube;Cube Analog Grün Modell Aktion;Fahrräder;m000065249;;599.99;39.99;639.98;899.0;0;1;1;;;;;;;;799.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:39 +0100;629.99;799.99;2025-09-05 04:34:00 +0200;2026-02-06 06:42:27 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X6907713;e954957;4,05457E+12;Cube;Cube Analog Grün Modell Aktion;Fahrräder;m000065249;;599.99;39.99;639.98;899.0;0;1;1;;;;;;;;799.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:39 +0100;629.99;799.99;2025-09-03 04:09:35 +0200;2026-02-06 03:16:44 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:38 +0200
X7153825;e1687441;4,05457E+12;Cube;Cube Attain Race Schwarz Modell 2025;Fahrräder;m000092293;;1199.0;39.99;1238.99;1199.0;0;1;1;;;;;;;;;;;1199.0;1199.0;2026-01-14 13:11:08 +0100;2026-02-06 03:04:19 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X7153830;e1687456;4,05457E+12;Cube;Cube Attain Race Grau Modell 2025;Fahrräder;m000092293;;1199.0;39.99;1238.99;1199.0;1;2;2;1099.0;fahrrad.de;1128.99;fahrrad.de;100.0;110.0;1099.0;1199.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-25 03:55:04 +0100;1199.0;1199.0;2026-03-25 03:47:09 +0100;2026-02-06 19:17:29 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:39 +0200
X6907717;e954969;4,05457E+12;Cube;Cube Attention Grau Modell Aktion;Fahrräder;m000065259;;739.99;39.99;779.98;999.0;0;1;1;;;;;;;;899.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:40 +0100;699.99;899.99;2025-09-03 04:06:17 +0200;2026-02-06 06:19:40 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6907718;e954972;4,05457E+12;Cube;Cube Attention Grau Modell Aktion;Fahrräder;m000065259;;739.99;39.99;779.98;999.0;0;1;1;;;;;;;;899.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:40 +0100;699.99;899.99;2025-09-03 04:06:30 +0200;2026-02-06 03:14:18 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6907719;e954975;4,05457E+12;Cube;Cube Attention Grau Modell Aktion;Fahrräder;m000065259;;739.99;39.99;779.98;999.0;0;1;1;;;;;;;;899.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:40 +0100;699.99;899.99;2025-08-20 04:07:47 +0200;2026-02-06 05:49:11 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6907723;e954987;4,05457E+12;Cube;Cube Attention Orange Modell Aktion;Fahrräder;m000065259;;739.99;39.99;779.98;999.0;2;1;2;749.99;lucky-bike.de;749.99;lucky-bike.de;-10.0;29.99;874.5;749.99;Angewendeter Preis: 749,99 € (http://schema.org/InStock) bei lucky-bike.de (shop). Keiner ist günstiger.;2026-03-27 20:01:40 +0100;699.99;899.99;2026-02-09 00:38:55 +0100;2026-02-06 03:14:19 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6907724;e954990;4,05457E+12;Cube;Cube Attention Orange Modell Aktion;Fahrräder;m000065259;;739.99;39.99;779.98;999.0;1;1;1;999.0;rabe-bike.de;999.0;rabe-bike.de;-259.01;-219.02;999.0;899.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:40 +0100;699.99;899.99;2026-02-03 04:26:12 +0100;2026-02-06 03:14:35 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6907725;e954993;4,05457E+12;Cube;Cube Attention Orange Modell Aktion;Fahrräder;m000065259;;739.99;39.99;779.98;999.0;1;1;1;999.0;rabe-bike.de;999.0;rabe-bike.de;-259.01;-219.02;999.0;899.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:40 +0100;699.99;899.99;2026-02-03 04:26:12 +0100;2026-02-06 03:14:27 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X7154378;e1689097;4,05457E+12;Cube;Cube Attention Pro Türkis Modell 2025;Fahrräder;m000092296;;799.0;39.99;838.99;799.0;0;1;1;;;;;;;;;;;799.0;799.0;2025-12-17 05:07:20 +0100;2026-02-06 03:07:03 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X7154385;e1689118;4,05457E+12;Cube;Cube Attention Pro Grau Modell 2025;Fahrräder;m000092296;;799.0;39.99;838.99;799.0;0;1;1;;;;;;;;;;;799.0;799.0;2026-01-19 18:20:04 +0100;2026-02-06 07:13:16 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X7154386;e1689121;4,05457E+12;Cube;Cube Attention Pro Grau Modell 2025;Fahrräder;m000092296;;799.0;39.99;838.99;799.0;0;1;1;;;;;;;;;;;799.0;799.0;2025-11-28 06:40:36 +0100;2026-02-06 05:56:28 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6907729;e955005;4,05457E+12;Cube;Cube Attention SLX Grau Modell Aktion;Fahrräder;m000065257;;799.99;39.99;839.98;1099.0;0;1;1;;;;;;;;979.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:40 +0100;769.99;979.99;2025-12-01 06:19:36 +0100;2026-02-06 03:11:20 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6907730;e955008;4,05457E+12;Cube;Cube Attention SLX Grau Modell Aktion;Fahrräder;m000065257;;799.99;39.99;839.98;1099.0;1;1;1;899.99;lucky-bike.de;899.99;lucky-bike.de;-100.0;-60.01;899.99;899.99;Angewendeter Preis: 899,99 € (http://schema.org/InStock) bei lucky-bike.de (shop). Keiner ist günstiger.;2026-03-27 20:01:40 +0100;769.99;979.99;2026-01-31 08:31:07 +0100;2026-02-06 05:30:42 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6907731;e955011;4,05457E+12;Cube;Cube Attention SLX Grau Modell Aktion;Fahrräder;m000065257;;799.99;39.99;839.98;1099.0;0;1;1;;;;;;;;979.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:40 +0100;769.99;979.99;2025-12-15 03:17:06 +0100;2026-02-06 03:05:46 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X7154391;e1689136;4,05457E+12;Cube;Cube Attention SLX Schwarz Modell 2025;Fahrräder;m000092298;;819.99;39.99;859.98;899.0;0;1;1;;;;;;;;899.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-13 20:05:05 +0100;899.0;899.0;2026-02-23 00:30:11 +0100;2026-02-06 03:06:53 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X7154397;e1689154;4,05457E+12;Cube;Cube Attention SLX Grün Modell 2025;Fahrräder;m000092298;;819.99;39.99;859.98;899.0;1;1;1;899.0;lucky-bike.de;899.0;lucky-bike.de;-79.01;-39.02;899.0;899.0;Angewendeter Preis: 899,00 € (http://schema.org/InStock) bei lucky-bike.de (shop). Keiner ist günstiger.;2026-03-27 00:04:42 +0100;899.0;899.0;2026-01-31 17:46:27 +0100;2026-02-06 06:10:48 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6910019;e961842;4,05457E+12;Cube;Cube Cargo Dual Hybrid 1000 Grau Modell 2025;Fahrräder;m000065266;;4499.99;179.99;4679.98;6299.0;1;1;1;4799.99;lucky-bike.de;4799.99;lucky-bike.de;-300.0;-120.01;4799.99;5699.99;Mindestpreis erreicht. Günstiger ist nur lucky-bike.de (shop) mit Preis 4.799,99 € (http://schema.org/InStock).;2026-03-11 00:35:21 +0100;5699.99;5699.99;2026-02-28 04:26:14 +0100;2026-02-06 03:17:13 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6910020;e961845;4,05457E+12;Cube;Cube Cargo Dual Hybrid 1000 Weiß Modell 2025;Fahrräder;m000065266;;4499.99;179.99;4679.98;6299.0;0;1;1;;;;;;;;5699.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-10 21:48:43 +0100;5699.99;5699.99;2026-02-27 01:48:41 +0100;2026-02-06 06:46:41 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6910021;e961848;4,05457E+12;Cube;Cube Cargo Dual Hybrid 1000 Blau Modell 2025;Fahrräder;m000065266;;4499.99;179.99;4679.98;6299.0;0;1;1;;;;;;;;;;;5699.99;5699.99;2025-12-22 06:18:16 +0100;2026-02-06 05:30:54 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6910016;e961833;4,05457E+12;Cube;Cube Cargo Hybrid 500 Grau Modell 2025;Fahrräder;m000065267;;3999.99;179.99;4179.98;5599.0;1;2;2;3359.0;multicycle.de;3359.0;multicycle.de;640.99;820.98;3359.0;;;;4499.99;4499.99;2026-02-03 19:55:35 +0100;2026-02-06 06:37:17 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6910017;e961836;4,05457E+12;Cube;Cube Cargo Hybrid 500 Weiß Modell 2025;Fahrräder;m000065267;;3999.99;179.99;4179.98;5599.0;2;2;3;3359.0;multicycle.de;3359.0;multicycle.de;640.99;820.98;3679.5;;;;4499.99;4499.99;2026-02-03 15:04:23 +0100;2026-02-06 05:58:50 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:39 +0200
X6910018;e961839;4,05457E+12;Cube;Cube Cargo Hybrid 500 Blau Modell 2025;Fahrräder;m000065267;;3999.99;179.99;4179.98;5599.0;2;2;3;3359.0;multicycle.de;3359.0;multicycle.de;640.99;820.98;3679.5;;;;4499.99;4499.99;2026-02-03 18:11:41 +0100;2026-02-06 03:15:37 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:39 +0200
X1447193;e590376;4,05457E+12;Cube;Cube Cargo Hybrid 500 Grau Modell Aktion;Fahrräder;m000041907;;3699.99;179.99;3879.98;5199.0;0;1;1;;;;;;;;4149.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:41 +0100;3699.99;4149.99;2025-04-21 04:05:00 +0200;2026-02-06 06:42:24 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X1447194;e590379;4,05457E+12;Cube;Cube Cargo Hybrid 500 Weiß Modell Aktion;Fahrräder;m000041907;;3699.99;179.99;3879.98;5199.0;0;1;1;;;;;;;;4149.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:41 +0100;3699.99;4149.99;2025-01-29 05:41:02 +0100;2026-02-06 07:14:41 +0100;2025-01-15 13:53:55 +0100;0;2026-04-08 20:01:39 +0200
X6910025;e961860;4,05457E+12;Cube;Cube Cargo Sport Dual Hybrid 1000 Grau Modell 2025;Fahrräder;m000065268;;4199.99;179.99;4379.98;5999.0;2;2;3;3599.0;multicycle.de;3599.0;multicycle.de;600.99;780.98;3899.5;5399.99;Mindestpreis erreicht. Günstiger sind multicycle.de (shop) mit Preis 3.599,00 € (https://schema.org/OutOfStock) sowie 2 weitere Angebote.;2026-03-11 00:35:40 +0100;5399.99;5399.99;2026-03-01 13:52:39 +0100;2026-02-06 03:07:54 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:39 +0200
X6910026;e961863;4,05457E+12;Cube;Cube Cargo Sport Dual Hybrid 1000 Weiß Modell 2025;Fahrräder;m000065268;;4199.99;179.99;4379.98;5999.0;1;1;2;4199.99;lucky-bike.de;4199.99;lucky-bike.de;0.0;179.99;4199.99;;;;5399.99;5399.99;2026-02-02 14:59:25 +0100;2026-02-06 07:12:40 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:39 +0200
X6910027;e961866;4,05457E+12;Cube;Cube Cargo Sport Dual Hybrid 1000 Blau Modell 2025;Fahrräder;m000065268;;4199.99;179.99;4379.98;5999.0;2;2;3;3599.0;multicycle.de;3599.0;multicycle.de;600.99;780.98;3899.5;;;;5399.99;5399.99;2026-02-02 15:11:17 +0100;2026-02-06 03:07:52 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:39 +0200
X6910022;e961851;4,05457E+12;Cube;Cube Cargo Sport Hybrid 500 Grau Modell 2025;Fahrräder;m000065269;;3599.99;179.99;3779.98;5299.0;2;2;3;3179.0;multicycle.de;3179.0;multicycle.de;420.99;600.98;3389.5;;;;4749.99;4749.99;2026-02-02 14:49:37 +0100;2026-02-06 07:13:36 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:39 +0200
X6910023;e961854;4,05457E+12;Cube;Cube Cargo Sport Hybrid 500 Weiß Modell 2025;Fahrräder;m000065269;;3599.99;179.99;3779.98;5299.0;2;2;3;3179.0;multicycle.de;3179.0;multicycle.de;420.99;600.98;3389.5;;;;4749.99;4749.99;2026-01-30 12:20:10 +0100;2026-02-06 03:06:09 +0100;2025-01-15 13:53:55 +0100;1;2026-04-08 20:01:39 +0200
X7153795;e1687351;4,05457E+12;Cube;Cube Compact Hybrid 500 Weiß Modell 2025;Fahrräder;m000092299;;2399.99;39.99;2439.98;2599.0;1;1;1;2599.0;lucky-bike.de;2599.0;lucky-bike.de;-199.01;-159.02;2599.0;;;;2599.0;2599.0;2026-01-30 13:48:20 +0100;2026-02-06 03:07:05 +0100;2025-01-15 13:53:56 +0100;0;2026-04-08 20:01:39 +0200
X7153793;e1687345;4,05457E+12;Cube;Cube Compact Hybrid Comfort 500 Grau Modell 2025;Fahrräder;m000092300;;2399.99;39.99;2439.98;2599.0;0;1;1;;;;;;;;2599.0;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-11 00:37:08 +0100;2599.0;2599.0;2026-03-08 04:31:11 +0100;2026-02-06 07:14:02 +0100;2025-01-15 13:53:56 +0100;0;2026-04-08 20:01:39 +0200
X7153794;e1687348;4,05457E+12;Cube;Cube Compact Hybrid Comfort 500 Blau Modell 2025;Fahrräder;m000092300;;2399.99;39.99;2439.98;2599.0;1;1;1;2599.0;lucky-bike.de;2599.0;lucky-bike.de;-199.01;-159.02;2599.0;;;;2599.0;2599.0;2026-02-01 03:09:42 +0100;2026-02-06 03:06:48 +0100;2025-01-15 13:53:56 +0100;0;2026-04-08 20:01:39 +0200
X6909991;e961758;4,05457E+12;Cube;Cube Cross Race C:62 Pro Grau Modell Aktion;Fahrräder;m000065272;;1689.99;39.99;1729.98;2599.0;0;1;1;;;;;;;;;;;1849.99;2349.99;2025-01-31 05:43:52 +0100;2026-02-06 07:06:56 +0100;2025-01-15 13:53:56 +0100;0;2026-04-08 20:01:39 +0200
X7036430;e1337054;4,05457E+12;Cube;Cube Cross Race C:62 Pro Grau Modell 2024;Fahrräder;m000080398;;1849.99;39.99;1889.98;2599.0;0;1;1;;;;;;;;2349.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:41 +0100;1849.99;2349.99;2025-08-15 04:20:08 +0200;2026-02-06 03:06:15 +0100;2025-01-15 13:53:56 +0100;0;2026-04-08 20:01:39 +0200
X7036431;e1337057;4,05457E+12;Cube;Cube Cross Race C:62 Pro Grau Modell 2024;Fahrräder;m000080398;;1849.99;39.99;1889.98;2599.0;0;1;1;;;;;;;;2349.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:41 +0100;1849.99;2349.99;2026-01-14 13:57:15 +0100;2026-02-06 03:06:17 +0100;2025-01-15 13:53:56 +0100;0;2026-04-08 20:01:39 +0200
X7036432;e1337060;4,05457E+12;Cube;Cube Cross Race C:62 Pro Grau Modell 2024;Fahrräder;m000080398;;1849.99;39.99;1889.98;2599.0;0;1;1;;;;;;;;2349.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:41 +0100;1849.99;2349.99;2026-01-14 13:43:32 +0100;2026-02-06 03:06:12 +0100;2025-01-15 13:53:56 +0100;0;2026-04-08 20:01:39 +0200
X7154142;e1688392;4,05457E+12;Cube;Cube Cross Race C:62 Race Weiß Modell 2026;Fahrräder;m000092302;;2599.0;39.99;2638.99;2599.0;2;1;2;2599.0;rabe-bike.de;2599.0;rabe-bike.de;0.0;39.99;2599.0;2599.0;Angewendeter Preis: 2.599,00 € (http://schema.org/InStock) bei lucky-bike.de (shop). Keiner ist günstiger.;2026-03-30 05:55:12 +0200;2599.0;2599.0;2026-03-30 05:45:02 +0200;2026-02-06 03:06:45 +0100;2025-01-15 13:53:56 +0100;1;2026-04-08 20:01:39 +0200
X7154147;e1688407;4,05457E+12;Cube;Cube Cross Race C:62 SLX Orange Modell 2025;Fahrräder;m000092303;;2999.99;39.99;3039.98;3299.0;0;1;1;;;;;;;;;;;3299.0;3299.0;2026-01-19 16:48:53 +0100;2026-02-06 03:18:12 +0100;2025-01-15 13:53:56 +0100;0;2026-04-08 20:01:39 +0200
X6910001;e961788;4,05457E+12;Cube;Cube Cross Race C:68X SLT Blau Modell Aktion;Fahrräder;m000065274;;3099.99;39.99;3139.98;4399.0;0;1;1;;;;;;;;3949.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:41 +0100;3099.99;3949.99;2026-01-19 17:55:49 +0100;2026-02-06 06:41:48 +0100;2025-01-15 13:53:56 +0100;0;2026-04-08 20:01:39 +0200
X7036441;e1337087;4,05457E+12;Cube;Cube Cross Race C:68X SLT Blau Modell 2024;Fahrräder;m000080400;;3099.99;39.99;3139.98;4399.0;0;1;1;;;;;;;;3949.99;Kein Mitbewerber gefunden, gehe auf Standardpreis.;2026-03-27 20:01:41 +0100;3099.99;3949.99;2026-01-14 14:55:54 +0100;2026-02-06 07:16:23 +0100;2025-01-15 13:53:56 +0100;0;2026-04-08 20:01:39 +0200
